TG_ID,ACCOUNT_NUM,NAME,ADDRESS,CITY,STATE,ZIP,REGION,TERR,DATE,UNITS,CALLS
607088,37821201,Newport Medical Center,435 2nd St,Newport,TN,37821,East Region,20102,8/31/2012,6,0
607088,37821201,Newport Medical Center,435 2nd St,Newport,TN,37821,East Region,20102,2/28/2013,0,1
607088,37821201,Newport Medical Center,435 2nd St,Newport,TN,37821,East Region,20102,4/30/2013,0,1
607088,37821201,Newport Medical Center,435 2nd St,Newport,TN,37821,East Region,20102,7/31/2013,14,0
607088,37821201,Newport Medical Center,435 2nd St,Newport,TN,37821,East Region,20102,9/30/2013,6,0
607088,37821201,Newport Medical Center,435 2nd St,Newport,TN,37821,East Region,20102,7/31/2014,14,0
607088,37821201,Newport Medical Center,435 2nd St,Newport,TN,37821,East Region,20102,8/31/2014,12,0
607091,37841200,St Marys Medical Center,18797 Alberta St,Oneida,TN,37841,East Region,20106,5/31/2012,6,0
607091,37841200,St Marys Medical Center,18797 Alberta St,Oneida,TN,37841,East Region,20106,12/31/2013,6,0
607092,37849201,North Knoxville Medical Center,7565 Dannaher Way Ste 232,Powell,TN,37849,East Region,20102,1/31/2012,0,2
607092,37849201,North Knoxville Medical Center,7565 Dannaher Way Ste 232,Powell,TN,37849,East Region,20102,7/31/2012,0,1
607092,37849201,North Knoxville Medical Center,7565 Dannaher Way Ste 232,Powell,TN,37849,East Region,20102,8/31/2012,0,1
607092,37849201,North Knoxville Medical Center,7565 Dannaher Way Ste 232,Powell,TN,37849,East Region,20102,2/28/2013,0,1
607093,37857200,Wellmont Hawkins Cnty Hsp,851 Locust St,Rogersville,TN,37857,East Region,20102,8/31/2012,2,0
607093,37857200,Wellmont Hawkins Cnty Hsp,851 Locust St,Rogersville,TN,37857,East Region,20102,10/31/2013,2,0
607094,37862200,Fort Sanders Sevier Medical Center,709 Middle Creek Rd,Sevierville,TN,37862,East Region,20102,4/30/2012,0,1
607094,37862200,Fort Sanders Sevier Medical Center,709 Middle Creek Rd,Sevierville,TN,37862,East Region,20102,5/31/2012,4,0
607094,37862200,Fort Sanders Sevier Medical Center,709 Middle Creek Rd,Sevierville,TN,37862,East Region,20102,2/28/2013,2,0
607094,37862200,Fort Sanders Sevier Medical Center,709 Middle Creek Rd,Sevierville,TN,37862,East Region,20102,8/31/2013,12,0
607094,37862200,Fort Sanders Sevier Medical Center,709 Middle Creek Rd,Sevierville,TN,37862,East Region,20102,10/31/2013,0,1
607094,37862200,Fort Sanders Sevier Medical Center,709 Middle Creek Rd,Sevierville,TN,37862,East Region,20102,7/31/2014,4,0
607094,37862200,Fort Sanders Sevier Medical Center,709 Middle Creek Rd,Sevierville,TN,37862,East Region,20102,9/30/2014,4,0
607095,37874201,Sweetwater Hospital Association,304 Church St,Sweetwater,TN,37874,East Region,20102,8/31/2012,4,0
607095,37874201,Sweetwater Hospital Association,304 Church St,Sweetwater,TN,37874,East Region,20102,9/30/2013,4,0
607096,37879200,Claiborne County Hospital,1850 Old Knoxville Rd,Tazewell,TN,37879,East Region,20102,1/31/2014,6,0
607096,37879200,Claiborne County Hospital,1850 Old Knoxville Rd,Tazewell,TN,37879,East Region,20102,5/31/2014,4,0
607096,37879200,Claiborne County Hospital,1850 Old Knoxville Rd,Tazewell,TN,37879,East Region,20102,7/31/2014,2,0
607096,37879200,Claiborne County Hospital,1850 Old Knoxville Rd,Tazewell,TN,37879,East Region,20102,8/31/2014,16,0
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,1/31/2012,0,1
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,3/31/2012,6,0
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,5/31/2012,6,0
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,6/30/2012,4,0
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,8/31/2012,12,0
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,3/31/2013,0,1
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,5/31/2013,0,1
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,7/31/2013,0,1
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,9/30/2013,8,1
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,4/30/2014,0,2
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,6/30/2014,6,0
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,7/31/2014,20,0
607099,37916202,East Tennessee Childrens Hospital,2018 W Clinch Ave,Knoxville,TN,37916,East Region,20102,9/30/2014,38,0
607107,38008202,Bolivar General Hospital,650 Nuckolls Rd,Bolivar,TN,38008,East Region,20107,7/31/2012,4,0
607107,38008202,Bolivar General Hospital,650 Nuckolls Rd,Bolivar,TN,38008,East Region,20107,8/31/2012,-2,0
607107,38008202,Bolivar General Hospital,650 Nuckolls Rd,Bolivar,TN,38008,East Region,20107,2/28/2013,4,0
607107,38008202,Bolivar General Hospital,650 Nuckolls Rd,Bolivar,TN,38008,East Region,20107,5/31/2013,2,0
607107,38008202,Bolivar General Hospital,650 Nuckolls Rd,Bolivar,TN,38008,East Region,20107,8/31/2013,0,1
607109,38012200,Haywood Park Community Hospital,2545 N Washington Ave,Brownsville,TN,38012,East Region,20107,3/31/2012,2,0
607109,38012200,Haywood Park Community Hospital,2545 N Washington Ave,Brownsville,TN,38012,East Region,20107,4/30/2012,2,0
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,3/31/2012,0,2
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,4/30/2012,12,0
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,6/30/2012,0,2
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,1/31/2013,0,3
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,4/30/2013,10,0
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,6/30/2013,0,2
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,1/31/2014,0,1
607110,38017200,Baptist Memorial Hospital Collierville,1500 W Poplar Ave,Collierville,TN,38017,East Region,20107,7/31/2014,0,2
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,8/31/2012,4,2
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,9/30/2012,12,0
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,2/28/2013,0,1
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,6/30/2013,0,1
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,8/31/2013,0,1
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,9/30/2013,8,0
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,10/31/2013,0,2
607111,38019200,Baptist Memorial Hospital Tipton,1995 Highway 51 S,Covington,TN,38019,East Region,20107,1/31/2014,0,1
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,2/29/2012,0,1
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,3/31/2012,0,1
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,8/31/2012,0,3
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,9/30/2012,2,0
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,11/30/2012,8,0
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,2/28/2013,0,1
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,6/30/2013,0,2
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,8/31/2013,0,1
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,9/30/2013,0,1
607112,38024200,Dyersburg Regional Medical Center,400 E Tickle St,Dyersburg,TN,38024,East Region,20107,1/31/2014,0,1
607113,38063200,Baptist Memorial Hospital Lauderdale,326 Asbury Ave,Ripley,TN,38063,East Region,20107,3/31/2012,2,0
607113,38063200,Baptist Memorial Hospital Lauderdale,326 Asbury Ave,Ripley,TN,38063,East Region,20107,5/31/2012,0,1
607113,38063200,Baptist Memorial Hospital Lauderdale,326 Asbury Ave,Ripley,TN,38063,East Region,20107,10/31/2012,4,0
607113,38063200,Baptist Memorial Hospital Lauderdale,326 Asbury Ave,Ripley,TN,38063,East Region,20107,2/28/2013,0,1
607114,38068200,Methodist Healthcare Fayette Hospital,214 Lakeview Rd,Somerville,TN,38068,East Region,20107,3/31/2012,2,0
607114,38068200,Methodist Healthcare Fayette Hospital,214 Lakeview Rd,Somerville,TN,38068,East Region,20107,5/31/2013,2,0
607114,38068200,Methodist Healthcare Fayette Hospital,214 Lakeview Rd,Somerville,TN,38068,East Region,20107,8/31/2013,0,1
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,3/31/2012,0,1
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,5/31/2012,6,1
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,8/31/2012,2,0
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,4/30/2013,0,1
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,5/31/2013,6,7
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,8/31/2013,14,0
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,10/31/2013,0,1
607116,38103204,Lebonheur Children Hospital,50 N Dunlap St,Memphis,TN,38103,East Region,20107,4/30/2014,0,1
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,3/31/2012,0,1
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,4/30/2012,0,2
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,5/31/2012,8,0
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,8/31/2012,0,1
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,11/30/2012,0,1
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,12/31/2012,8,0
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,3/31/2013,10,1
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,5/31/2013,0,1
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,6/30/2013,48,3
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,7/31/2013,16,2
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,10/31/2013,0,5
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,4/30/2014,0,2
607117,38103214,Regional Medical Ctr,842-877 Jefferson-Cmplx,Memphis,TN,38103,East Region,20107,6/30/2014,0,2
607119,38116200,Methodist Hospital South,1300 Wesley Dr,Memphis,TN,38116,East Region,20107,3/31/2012,0,2
607119,38116200,Methodist Hospital South,1300 Wesley Dr,Memphis,TN,38116,East Region,20107,2/28/2013,0,1
607127,38201200,M C Kenzie Regional Hospital,161 Hospital Dr,Mc Kenzie,TN,38201,East Region,20107,11/30/2013,2,0
607127,38201200,M C Kenzie Regional Hospital,161 Hospital Dr,Mc Kenzie,TN,38201,East Region,20107,6/30/2014,4,0
607128,38237200,Volunteer Community Hospital,161 Mount Pelia Rd,Martin,TN,38237,East Region,20107,9/30/2012,10,0
607128,38237200,Volunteer Community Hospital,161 Mount Pelia Rd,Martin,TN,38237,East Region,20107,2/28/2013,0,1
607128,38237200,Volunteer Community Hospital,161 Mount Pelia Rd,Martin,TN,38237,East Region,20107,12/31/2013,0,1
607128,38237200,Volunteer Community Hospital,161 Mount Pelia Rd,Martin,TN,38237,East Region,20107,9/30/2014,8,0
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,2/29/2012,0,1
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,5/31/2012,4,1
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,6/30/2012,4,0
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,8/31/2012,0,2
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,2/28/2013,4,1
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,4/30/2013,0,1
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,5/31/2013,0,3
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,8/31/2013,0,2
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,11/30/2013,0,2
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,12/31/2013,0,1
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,5/31/2014,12,0
607129,38242201,Henry County Medical Center,301 Tyson Ave,Paris,TN,38242,East Region,20107,7/31/2014,6,0
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,6/30/2012,16,0
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,8/31/2012,0,2
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,2/28/2013,0,1
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,8/31/2013,0,1
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,1/31/2014,0,1
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,2/28/2014,2,0
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,6/30/2014,8,0
607130,38261200,Baptist Memorial Hospital Union City,1201 Bishop St,Union City,TN,38261,East Region,20107,12/31/2014,8,0
607134,38320200,Camden General Hospital,175 Hospital Dr,Camden,TN,38320,East Region,20107,8/31/2012,0,2
607134,38320200,Camden General Hospital,175 Hospital Dr,Camden,TN,38320,East Region,20107,9/30/2012,8,0
607134,38320200,Camden General Hospital,175 Hospital Dr,Camden,TN,38320,East Region,20107,11/30/2012,0,1
607134,38320200,Camden General Hospital,175 Hospital Dr,Camden,TN,38320,East Region,20107,5/31/2013,2,1
607134,38320200,Camden General Hospital,175 Hospital Dr,Camden,TN,38320,East Region,20107,8/31/2013,0,1
607134,38320200,Camden General Hospital,175 Hospital Dr,Camden,TN,38320,East Region,20107,11/30/2013,0,1
607135,38343200,Humboldt General Hospital,3525 Chere Carol Rd,Humboldt,TN,38343,East Region,20107,6/30/2012,6,0
607135,38343200,Humboldt General Hospital,3525 Chere Carol Rd,Humboldt,TN,38343,East Region,20107,8/31/2012,0,1
607135,38343200,Humboldt General Hospital,3525 Chere Carol Rd,Humboldt,TN,38343,East Region,20107,9/30/2012,6,0
607135,38343200,Humboldt General Hospital,3525 Chere Carol Rd,Humboldt,TN,38343,East Region,20107,11/30/2012,0,1
607135,38343200,Humboldt General Hospital,3525 Chere Carol Rd,Humboldt,TN,38343,East Region,20107,9/30/2013,0,1
607135,38343200,Humboldt General Hospital,3525 Chere Carol Rd,Humboldt,TN,38343,East Region,20107,3/31/2014,6,0
607135,38343200,Humboldt General Hospital,3525 Chere Carol Rd,Humboldt,TN,38343,East Region,20107,10/31/2014,6,0
607136,38344200,Baptist Memorial Hospital Huntington,631 Rb Wilson Dr,Huntingdon,TN,38344,East Region,20107,8/31/2012,4,0
607136,38344200,Baptist Memorial Hospital Huntington,631 Rb Wilson Dr,Huntingdon,TN,38344,East Region,20107,9/30/2012,4,0
607136,38344200,Baptist Memorial Hospital Huntington,631 Rb Wilson Dr,Huntingdon,TN,38344,East Region,20107,3/31/2013,6,0
607136,38344200,Baptist Memorial Hospital Huntington,631 Rb Wilson Dr,Huntingdon,TN,38344,East Region,20107,5/31/2013,4,0
607136,38344200,Baptist Memorial Hospital Huntington,631 Rb Wilson Dr,Huntingdon,TN,38344,East Region,20107,6/30/2013,2,0
607136,38344200,Baptist Memorial Hospital Huntington,631 Rb Wilson Dr,Huntingdon,TN,38344,East Region,20107,7/31/2013,0,1
607136,38344200,Baptist Memorial Hospital Huntington,631 Rb Wilson Dr,Huntingdon,TN,38344,East Region,20107,5/31/2014,4,0
607137,38358200,Milan General Hospital,4039 Highland St,Milan,TN,38358,East Region,20107,7/31/2012,6,0
607137,38358200,Milan General Hospital,4039 Highland St,Milan,TN,38358,East Region,20107,6/30/2014,2,0
607137,38358200,Milan General Hospital,4039 Highland St,Milan,TN,38358,East Region,20107,8/31/2014,2,0
607137,38358200,Milan General Hospital,4039 Highland St,Milan,TN,38358,East Region,20107,10/31/2014,2,0
607138,38363200,Decatur County General Hospital,969 Tennessee Ave S,Parsons,TN,38363,East Region,20107,6/30/2012,8,0
607138,38363200,Decatur County General Hospital,969 Tennessee Ave S,Parsons,TN,38363,East Region,20107,7/31/2012,6,0
607138,38363200,Decatur County General Hospital,969 Tennessee Ave S,Parsons,TN,38363,East Region,20107,8/31/2012,0,2
607138,38363200,Decatur County General Hospital,969 Tennessee Ave S,Parsons,TN,38363,East Region,20107,8/31/2014,6,0
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,5/31/2012,0,2
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,6/30/2012,10,0
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,8/31/2012,10,0
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,3/31/2013,0,1
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,5/31/2013,12,0
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,7/31/2013,0,2
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,10/31/2013,18,1
607139,38372200,Hardin Medical Center,935 Wayne Rd Ste C,Savannah,TN,38372,East Region,20106,10/31/2014,0,1
607141,38375200,Mcnairy Regional Hospital,705 E Poplar Ave,Selmer,TN,38375,East Region,20107,7/31/2013,2,0
607141,38375200,Mcnairy Regional Hospital,705 E Poplar Ave,Selmer,TN,38375,East Region,20107,8/31/2013,2,0
607141,38375200,Mcnairy Regional Hospital,705 E Poplar Ave,Selmer,TN,38375,East Region,20107,9/30/2013,8,1
607142,38401200,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,East Region,20106,1/31/2013,12,0
607142,38401200,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,East Region,20106,3/31/2013,0,1
607142,38401200,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,East Region,20106,7/31/2013,4,0
607142,38401200,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,East Region,20106,1/31/2014,0,1
607142,38401200,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,East Region,20106,4/30/2014,10,0
607142,38401200,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,East Region,20106,9/30/2014,6,0
607143,38464202,Crockett Hospital,1607 S Locust Ave,Lawrenceburg,TN,38464,East Region,20106,8/31/2012,6,0
607143,38464202,Crockett Hospital,1607 S Locust Ave,Lawrenceburg,TN,38464,East Region,20106,1/31/2013,0,1
607143,38464202,Crockett Hospital,1607 S Locust Ave,Lawrenceburg,TN,38464,East Region,20106,2/28/2013,2,0
607143,38464202,Crockett Hospital,1607 S Locust Ave,Lawrenceburg,TN,38464,East Region,20106,6/30/2013,0,2
607144,38478200,Hillside Hospital,1265 E College St,Pulaski,TN,38478,East Region,20106,1/31/2013,0,1
607144,38478200,Hillside Hospital,1265 E College St,Pulaski,TN,38478,East Region,20106,7/31/2013,4,0
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,2/29/2012,0,1
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,3/31/2012,0,1
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,7/31/2012,24,1
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,8/31/2012,26,0
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,9/30/2012,0,2
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,10/31/2012,0,2
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,1/31/2013,0,1
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,3/31/2013,0,1
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,4/30/2013,0,1
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,5/31/2013,0,3
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,6/30/2013,12,0
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,7/31/2013,6,0
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,9/30/2013,8,2
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,10/31/2013,0,6
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,11/30/2013,0,1
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,5/31/2014,12,0
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,6/30/2014,4,0
607145,38501200,Cookeville Regional Medical Center,1 Medical Center Blvd,Cookeville,TN,38501,East Region,20106,10/31/2014,0,2
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,1/31/2012,0,1
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,2/29/2012,0,1
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,3/31/2012,0,2
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,6/30/2012,0,2
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,7/31/2012,6,0
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,8/31/2012,8,0
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,10/31/2012,0,1
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,2/28/2013,0,1
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,6/30/2013,16,0
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,7/31/2013,14,2
607147,38555200,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,East Region,20106,11/30/2013,0,1
607148,38556200,Jamestown Regional Medical Center,436 Central Ave W,Jamestown,TN,38556,East Region,20106,1/31/2012,10,0
607148,38556200,Jamestown Regional Medical Center,436 Central Ave W,Jamestown,TN,38556,East Region,20106,6/30/2014,10,0
607149,38570201,Livingston Regional Hospital,315 Oak St 550,Livingston,TN,38570,East Region,20106,7/31/2012,2,0
607149,38570201,Livingston Regional Hospital,315 Oak St 550,Livingston,TN,38570,East Region,20106,9/30/2012,0,2
607149,38570201,Livingston Regional Hospital,315 Oak St 550,Livingston,TN,38570,East Region,20106,4/30/2013,2,0
607149,38570201,Livingston Regional Hospital,315 Oak St 550,Livingston,TN,38570,East Region,20106,6/30/2013,2,0
607149,38570201,Livingston Regional Hospital,315 Oak St 550,Livingston,TN,38570,East Region,20106,9/30/2013,10,0
607149,38570201,Livingston Regional Hospital,315 Oak St 550,Livingston,TN,38570,East Region,20106,8/31/2014,4,0
607150,38583200,White County Community Hospital,401 Sewell Dr,Sparta,TN,38583,East Region,20106,5/31/2012,6,0
607150,38583200,White County Community Hospital,401 Sewell Dr,Sparta,TN,38583,East Region,20106,6/30/2012,0,2
607150,38583200,White County Community Hospital,401 Sewell Dr,Sparta,TN,38583,East Region,20106,7/31/2012,0,1
607150,38583200,White County Community Hospital,401 Sewell Dr,Sparta,TN,38583,East Region,20106,1/31/2013,0,1
607150,38583200,White County Community Hospital,401 Sewell Dr,Sparta,TN,38583,East Region,20106,7/31/2013,0,1
607150,38583200,White County Community Hospital,401 Sewell Dr,Sparta,TN,38583,East Region,20106,8/31/2014,10,0
607150,38583200,White County Community Hospital,401 Sewell Dr,Sparta,TN,38583,East Region,20106,9/30/2014,6,0
607151,38606203,Tri Lakes Medical Center,303 Medical Center Dr,Batesville,MS,38606,East Region,20107,2/29/2012,0,1
607151,38606203,Tri Lakes Medical Center,303 Medical Center Dr,Batesville,MS,38606,East Region,20107,9/30/2012,0,1
607151,38606203,Tri Lakes Medical Center,303 Medical Center Dr,Batesville,MS,38606,East Region,20107,1/31/2013,0,1
607151,38606203,Tri Lakes Medical Center,303 Medical Center Dr,Batesville,MS,38606,East Region,20107,8/31/2013,0,2
607151,38606203,Tri Lakes Medical Center,303 Medical Center Dr,Batesville,MS,38606,East Region,20107,11/30/2013,2,0
607151,38606203,Tri Lakes Medical Center,303 Medical Center Dr,Batesville,MS,38606,East Region,20107,8/31/2014,6,0
